index	num_heavy_atoms	num_bonds	depiction	look	time	size
540	18	20	TUBE	CARTOON	416.2759780883789	20.147
541	27	29	SPACEFILLING	CARTOON	266.32189750671387	26.181
540	18	20	TUBE	GLOSSY	415.0509834289551	27.098
541	27	29	WIREFRAME	CARTOON	0.5040168762207031	7.589
541	27	29	BALL_AND_STICK	CARTOON	352.8409004211426	63.724
541	27	29	SPACEFILLING	GLOSSY	263.98611068725586	32.85
541	27	29	BALL_AND_STICK	GLOSSY	354.8119068145752	80.545
541	27	29	WIREFRAME	GLOSSY	0.5042552947998047	7.589
541	27	29	TUBE	CARTOON	573.124885559082	28.439
542	37	40	SPACEFILLING	CARTOON	381.75368309020996	34.646
541	27	29	TUBE	GLOSSY	568.0520534515381	37.919
542	37	40	WIREFRAME	CARTOON	0.7128715515136719	11.086
542	37	40	BALL_AND_STICK	CARTOON	512.563943862915	86.138
542	37	40	SPACEFILLING	GLOSSY	384.33313369750977	43.647
542	37	40	BALL_AND_STICK	GLOSSY	519.6330547332764	110.976
542	37	40	WIREFRAME	GLOSSY	0.7290840148925781	11.086
542	37	40	TUBE	CARTOON	868.2608604431152	40.174
543	28	31	SPACEFILLING	CARTOON	289.639949798584	27.061
543	28	31	BALL_AND_STICK	CARTOON	350.09288787841797	60.612
543	28	31	WIREFRAME	CARTOON	0.49805641174316406	7.326
542	37	40	TUBE	GLOSSY	867.5999641418457	53.994
543	28	31	SPACEFILLING	GLOSSY	289.00599479675293	33.928
543	28	31	TUBE	CARTOON	572.6642608642578	27.262
543	28	31	WIREFRAME	GLOSSY	0.5009174346923828	7.326
543	28	31	BALL_AND_STICK	GLOSSY	352.6630401611328	77.48
544	24	26	SPACEFILLING	CARTOON	238.80910873413086	23.272
544	24	26	BALL_AND_STICK	CARTOON	308.1629276275635	55.914
544	24	26	WIREFRAME	CARTOON	0.43201446533203125	6.41
543	28	31	TUBE	GLOSSY	574.5038986206055	36.388
544	24	26	SPACEFILLING	GLOSSY	238.9528751373291	29.193
544	24	26	TUBE	CARTOON	487.1399402618408	24.266
544	24	26	WIREFRAME	GLOSSY	0.4258155822753906	6.41
544	24	26	BALL_AND_STICK	GLOSSY	309.9799156188965	70.222
545	10	10	SPACEFILLING	CARTOON	88.38891983032227	8.717
545	10	10	BALL_AND_STICK	CARTOON	126.46985054016113	22.152
545	10	10	WIREFRAME	CARTOON	0.1952648162841797	2.669
545	10	10	SPACEFILLING	GLOSSY	88.08708190917969	11.156
545	10	10	TUBE	CARTOON	194.75913047790527	9.064
544	24	26	TUBE	GLOSSY	479.8779487609863	32.197
545	10	10	WIREFRAME	GLOSSY	0.1919269561767578	2.669
545	10	10	BALL_AND_STICK	GLOSSY	126.94811820983887	28.506
545	10	10	TUBE	GLOSSY	192.32726097106934	12.306
546	29	32	SPACEFILLING	CARTOON	307.9099655151367	27.565
546	29	32	WIREFRAME	CARTOON	0.5471706390380859	8.029
546	29	32	BALL_AND_STICK	CARTOON	392.869234085083	65.741
546	29	32	SPACEFILLING	GLOSSY	310.5180263519287	34.63
546	29	32	TUBE	CARTOON	639.0910148620605	29.564
546	29	32	WIREFRAME	GLOSSY	0.5433559417724609	8.029
546	29	32	BALL_AND_STICK	GLOSSY	397.2020149230957	84.822
547	27	30	SPACEFILLING	CARTOON	277.940034866333	26.331
547	27	30	BALL_AND_STICK	CARTOON	366.0731315612793	63.755
547	27	30	WIREFRAME	CARTOON	0.5831718444824219	8.877
546	29	32	TUBE	GLOSSY	633.1043243408203	39.713
547	27	30	SPACEFILLING	GLOSSY	276.81684494018555	32.952
547	27	30	BALL_AND_STICK	GLOSSY	365.54908752441406	81.87
547	27	30	WIREFRAME	GLOSSY	0.5738735198974609	8.877
547	27	30	TUBE	CARTOON	678.3418655395508	33.212
548	33	36	SPACEFILLING	CARTOON	348.8161563873291	30.588
548	33	36	BALL_AND_STICK	CARTOON	410.91108322143555	68.386
548	33	36	WIREFRAME	CARTOON	0.5507469177246094	8.078
547	27	30	TUBE	GLOSSY	674.6218204498291	44.332
548	33	36	SPACEFILLING	GLOSSY	349.8828411102295	38.667
548	33	36	BALL_AND_STICK	GLOSSY	409.41882133483887	87.385
548	33	36	WIREFRAME	GLOSSY	0.5469322204589844	8.078
548	33	36	TUBE	CARTOON	655.0662517547607	29.704
549	28	29	SPACEFILLING	CARTOON	293.5938835144043	30.416
549	28	29	BALL_AND_STICK	CARTOON	431.43320083618164	84.035
549	28	29	WIREFRAME	CARTOON	0.6260871887207031	10.247
548	33	36	TUBE	GLOSSY	663.8007164001465	39.414
549	28	29	SPACEFILLING	GLOSSY	293.78271102905273	37.395
549	28	29	BALL_AND_STICK	GLOSSY	432.19590187072754	106.143
549	28	29	WIREFRAME	GLOSSY	0.6351470947265625	10.247
549	28	29	TUBE	CARTOON	776.0260105133057	42.845
550	33	36	SPACEFILLING	CARTOON	337.0811939239502	32.282
550	33	36	BALL_AND_STICK	CARTOON	421.0009574890137	76.175
550	33	36	WIREFRAME	CARTOON	0.5881786346435547	8.962
549	28	29	TUBE	GLOSSY	779.5860767364502	55.955
550	33	36	SPACEFILLING	GLOSSY	335.4761600494385	40.439
550	33	36	BALL_AND_STICK	GLOSSY	420.41611671447754	96.353
550	33	36	WIREFRAME	GLOSSY	0.5996227264404297	8.962
550	33	36	TUBE	CARTOON	682.8079223632812	34.161
551	24	25	SPACEFILLING	CARTOON	232.13791847229004	22.208
551	24	25	BALL_AND_STICK	CARTOON	327.9128074645996	57.31
551	24	25	WIREFRAME	CARTOON	0.4837512969970703	7.319
550	33	36	TUBE	GLOSSY	679.7261238098145	45.545
551	24	25	SPACEFILLING	GLOSSY	230.9577465057373	28.085
551	24	25	TUBE	CARTOON	541.5480136871338	27.185
551	24	25	WIREFRAME	GLOSSY	0.4889965057373047	7.319
551	24	25	BALL_AND_STICK	GLOSSY	327.3751735687256	73.575
552	38	41	SPACEFILLING	CARTOON	395.5798149108887	38.508
551	24	25	TUBE	GLOSSY	549.9908924102783	36.317
552	38	41	WIREFRAME	CARTOON	0.7033348083496094	11.111
552	38	41	BALL_AND_STICK	CARTOON	504.7342777252197	90.593
552	38	41	SPACEFILLING	GLOSSY	394.8690891265869	47.901
552	38	41	BALL_AND_STICK	GLOSSY	504.14180755615234	114.873
552	38	41	WIREFRAME	GLOSSY	0.7059574127197266	11.111
552	38	41	TUBE	CARTOON	853.9230823516846	43.267
553	21	20	SPACEFILLING	CARTOON	199.4149684906006	20.518
553	21	20	BALL_AND_STICK	CARTOON	253.45182418823242	41.717
553	21	20	WIREFRAME	CARTOON	0.3247261047363281	4.567
553	21	20	TUBE	CARTOON	327.04901695251465	16.83
552	38	41	TUBE	GLOSSY	861.0990047454834	56.774
553	21	20	SPACEFILLING	GLOSSY	199.82194900512695	25.623
553	21	20	WIREFRAME	GLOSSY	0.31280517578125	4.567
554	17	18	SPACEFILLING	CARTOON	160.12287139892578	16.161
553	21	20	BALL_AND_STICK	GLOSSY	256.364107131958	53.447
553	21	20	TUBE	GLOSSY	330.25479316711426	22.275
554	17	18	WIREFRAME	CARTOON	0.33736228942871094	5.261
554	17	18	BALL_AND_STICK	CARTOON	223.23203086853027	42.308
554	17	18	SPACEFILLING	GLOSSY	161.94772720336914	20.366
554	17	18	TUBE	CARTOON	380.6149959564209	19.075
554	17	18	WIREFRAME	GLOSSY	0.33593177795410156	5.261
554	17	18	BALL_AND_STICK	GLOSSY	225.2800464630127	53.375
555	18	19	SPACEFILLING	CARTOON	170.73893547058105	15.996
554	17	18	TUBE	GLOSSY	385.16712188720703	26.123
555	18	19	WIREFRAME	CARTOON	0.35381317138671875	5.344
555	18	19	BALL_AND_STICK	CARTOON	236.8912696838379	40.633
555	18	19	SPACEFILLING	GLOSSY	171.8761920928955	20.379
555	18	19	BALL_AND_STICK	GLOSSY	239.9270534515381	52.337
555	18	19	WIREFRAME	GLOSSY	0.3521442413330078	5.344
555	18	19	TUBE	CARTOON	395.19691467285156	18.944
556	10	10	SPACEFILLING	CARTOON	103.26814651489258	9.698
556	10	10	BALL_AND_STICK	CARTOON	128.76415252685547	19.974
556	10	10	WIREFRAME	CARTOON	0.19121170043945312	2.639
556	10	10	SPACEFILLING	GLOSSY	99.10702705383301	12.115
556	10	10	TUBE	CARTOON	196.43688201904297	9.601
555	18	19	TUBE	GLOSSY	403.06925773620605	25.725
556	10	10	WIREFRAME	GLOSSY	0.19621849060058594	2.639
556	10	10	BALL_AND_STICK	GLOSSY	123.42190742492676	25.706
556	10	10	TUBE	GLOSSY	192.53301620483398	12.668
557	21	21	SPACEFILLING	CARTOON	211.92073822021484	20.757
557	21	21	WIREFRAME	CARTOON	0.38695335388183594	5.968
557	21	21	BALL_AND_STICK	CARTOON	284.85584259033203	50.061
557	21	21	SPACEFILLING	GLOSSY	211.8988037109375	25.902
557	21	21	TUBE	CARTOON	453.80187034606934	22.338
557	21	21	WIREFRAME	GLOSSY	0.3910064697265625	5.968
557	21	21	BALL_AND_STICK	GLOSSY	283.916711807251	64.529
557	21	21	TUBE	GLOSSY	457.2288990020752	29.867
558	42	46	SPACEFILLING	CARTOON	425.10199546813965	37.944
558	42	46	WIREFRAME	CARTOON	0.7522106170654297	11.555
558	42	46	BALL_AND_STICK	CARTOON	564.1810894012451	97.014
558	42	46	SPACEFILLING	GLOSSY	424.8042106628418	48.223
558	42	46	BALL_AND_STICK	GLOSSY	562.4270439147949	124.322
558	42	46	WIREFRAME	GLOSSY	0.7450580596923828	11.555
558	42	46	TUBE	CARTOON	923.9740371704102	42.453
559	20	22	SPACEFILLING	CARTOON	198.78077507019043	18.959
559	20	22	BALL_AND_STICK	CARTOON	248.2008934020996	41.25
559	20	22	WIREFRAME	CARTOON	0.35309791564941406	5.159
559	20	22	SPACEFILLING	GLOSSY	198.96483421325684	23.83
559	20	22	TUBE	CARTOON	383.3494186401367	18.407
558	42	46	TUBE	GLOSSY	916.8767929077148	56.979
559	20	22	WIREFRAME	GLOSSY	0.35309791564941406	5.159
559	20	22	BALL_AND_STICK	GLOSSY	246.21891975402832	52.473
560	23	24	SPACEFILLING	CARTOON	227.95987129211426	22.499
559	20	22	TUBE	GLOSSY	387.16578483581543	24.687
560	23	24	WIREFRAME	CARTOON	0.431060791015625	6.612
560	23	24	BALL_AND_STICK	CARTOON	310.8510971069336	56.861
560	23	24	SPACEFILLING	GLOSSY	227.7371883392334	28.176
560	23	24	TUBE	CARTOON	492.4023151397705	25.82
560	23	24	WIREFRAME	GLOSSY	0.4248619079589844	6.612
560	23	24	BALL_AND_STICK	GLOSSY	310.4100227355957	71.997
561	26	29	SPACEFILLING	CARTOON	259.6096992492676	24.602
560	23	24	TUBE	GLOSSY	492.39182472229004	33.846
561	26	29	WIREFRAME	CARTOON	0.5288124084472656	7.908
561	26	29	BALL_AND_STICK	CARTOON	343.4560298919678	60.28
561	26	29	SPACEFILLING	GLOSSY	260.6019973754883	30.977
561	26	29	BALL_AND_STICK	GLOSSY	345.15881538391113	77.244
561	26	29	WIREFRAME	GLOSSY	0.5240440368652344	7.908
561	26	29	TUBE	CARTOON	603.4760475158691	29.308
562	18	17	SPACEFILLING	CARTOON	182.71899223327637	19.268
562	18	17	BALL_AND_STICK	CARTOON	242.0799732208252	44.314
562	18	17	WIREFRAME	CARTOON	0.34308433532714844	5.244
561	26	29	TUBE	GLOSSY	604.1510105133057	39.024
562	18	17	TUBE	CARTOON	395.733118057251	20.034
562	18	17	SPACEFILLING	GLOSSY	181.4281940460205	23.711
562	18	17	WIREFRAME	GLOSSY	0.33926963806152344	5.244
563	10	10	SPACEFILLING	CARTOON	95.22891044616699	9.677
562	18	17	BALL_AND_STICK	GLOSSY	243.02315711975098	56.545
563	10	10	BALL_AND_STICK	CARTOON	122.96390533447266	20.304
563	10	10	WIREFRAME	CARTOON	0.19097328186035156	2.642
563	10	10	SPACEFILLING	GLOSSY	98.50478172302246	12.096
563	10	10	TUBE	CARTOON	185.75263023376465	9.486
562	18	17	TUBE	GLOSSY	401.123046875	27.222
563	10	10	WIREFRAME	GLOSSY	0.19216537475585938	2.642
563	10	10	BALL_AND_STICK	GLOSSY	122.89190292358398	25.715
563	10	10	TUBE	GLOSSY	185.21380424499512	12.619
564	24	25	SPACEFILLING	CARTOON	246.14882469177246	23.605
564	24	25	WIREFRAME	CARTOON	0.492095947265625	7.325
564	24	25	BALL_AND_STICK	CARTOON	326.1733055114746	56.972
564	24	25	SPACEFILLING	GLOSSY	243.23296546936035	29.488
564	24	25	TUBE	CARTOON	557.3239326477051	27.54
564	24	25	WIREFRAME	GLOSSY	0.4909038543701172	7.325
564	24	25	BALL_AND_STICK	GLOSSY	334.37204360961914	73.416
565	18	20	SPACEFILLING	CARTOON	190.45114517211914	17.186
565	18	20	BALL_AND_STICK	CARTOON	239.90178108215332	39.563
565	18	20	WIREFRAME	CARTOON	0.34689903259277344	5.135
564	24	25	TUBE	GLOSSY	567.741870880127	36.589
565	18	20	SPACEFILLING	GLOSSY	190.26899337768555	21.555
565	18	20	TUBE	CARTOON	399.2810249328613	20.293
565	18	20	WIREFRAME	GLOSSY	0.3540515899658203	5.135
565	18	20	BALL_AND_STICK	GLOSSY	238.9521598815918	50.567
566	20	22	SPACEFILLING	CARTOON	200.52504539489746	19.147
565	18	20	TUBE	GLOSSY	397.7987766265869	26.752
566	20	22	WIREFRAME	CARTOON	0.40602684020996094	6.355
566	20	22	BALL_AND_STICK	CARTOON	267.09508895874023	46.615
566	20	22	SPACEFILLING	GLOSSY	200.76394081115723	24.046
566	20	22	BALL_AND_STICK	GLOSSY	264.6746635437012	58.784
566	20	22	WIREFRAME	GLOSSY	0.40984153747558594	6.355
566	20	22	TUBE	CARTOON	512.1290683746338	23.395
567	17	19	SPACEFILLING	CARTOON	223.73199462890625	16.481
567	17	19	BALL_AND_STICK	CARTOON	333.0690860748291	39.603
567	17	19	WIREFRAME	CARTOON	0.3647804260253906	5.385
566	20	22	TUBE	GLOSSY	614.0429973602295	31.324
567	17	19	SPACEFILLING	GLOSSY	286.76319122314453	20.642
567	17	19	TUBE	CARTOON	606.381893157959	19.75
567	17	19	WIREFRAME	GLOSSY	0.3578662872314453	5.385
567	17	19	BALL_AND_STICK	GLOSSY	339.1280174255371	50.323
568	25	28	SPACEFILLING	CARTOON	264.9552822113037	23.521
567	17	19	TUBE	GLOSSY	411.2277030944824	26.225
568	25	28	WIREFRAME	CARTOON	0.5180835723876953	7.871
568	25	28	BALL_AND_STICK	CARTOON	340.86108207702637	57.59
568	25	28	SPACEFILLING	GLOSSY	260.3609561920166	29.626
568	25	28	BALL_AND_STICK	GLOSSY	342.0829772949219	74.266
568	25	28	WIREFRAME	GLOSSY	0.5240440368652344	7.871
568	25	28	TUBE	CARTOON	612.6446723937988	29.621
569	25	27	SPACEFILLING	CARTOON	287.24098205566406	24.974
569	25	27	BALL_AND_STICK	CARTOON	396.7459201812744	57.872
569	25	27	WIREFRAME	CARTOON	0.5068778991699219	7.519
568	25	28	TUBE	GLOSSY	674.0798950195312	39.776
569	25	27	SPACEFILLING	GLOSSY	262.60924339294434	31.103
569	25	27	TUBE	CARTOON	612.7040386199951	28.229
569	25	27	WIREFRAME	GLOSSY	0.49996376037597656	7.519
569	25	27	BALL_AND_STICK	GLOSSY	332.2029113769531	74.016
570	10	10	SPACEFILLING	CARTOON	96.6958999633789	10.436
570	10	10	BALL_AND_STICK	CARTOON	119.92597579956055	22.101
570	10	10	WIREFRAME	CARTOON	0.18477439880371094	2.696
570	10	10	SPACEFILLING	GLOSSY	99.30109977722168	12.895
570	10	10	TUBE	CARTOON	193.62473487854004	9.923
570	10	10	BALL_AND_STICK	GLOSSY	122.6351261138916	27.661
570	10	10	WIREFRAME	GLOSSY	0.19097328186035156	2.696
571	10	10	SPACEFILLING	CARTOON	96.53615951538086	10.562
570	10	10	TUBE	GLOSSY	191.17212295532227	13.307
569	25	27	TUBE	GLOSSY	587.8360271453857	37.706
571	10	10	WIREFRAME	CARTOON	0.19311904907226562	2.696
571	10	10	BALL_AND_STICK	CARTOON	126.43718719482422	21.996
571	10	10	SPACEFILLING	GLOSSY	107.9411506652832	13.021
571	10	10	TUBE	CARTOON	199.03016090393066	10.406
571	10	10	WIREFRAME	GLOSSY	0.19407272338867188	2.696
571	10	10	BALL_AND_STICK	GLOSSY	128.93009185791016	27.535
572	11	11	SPACEFILLING	CARTOON	107.0561408996582	10.651
571	10	10	TUBE	GLOSSY	191.02931022644043	13.517
572	11	11	WIREFRAME	CARTOON	0.1881122589111328	2.45
572	11	11	BALL_AND_STICK	CARTOON	131.14333152770996	22.142
572	11	11	SPACEFILLING	GLOSSY	110.02111434936523	13.314
572	11	11	TUBE	CARTOON	176.09786987304688	8.934
572	11	11	WIREFRAME	GLOSSY	0.18095970153808594	2.45
572	11	11	BALL_AND_STICK	GLOSSY	133.15391540527344	27.911
573	10	10	SPACEFILLING	CARTOON	96.9400405883789	9.706
572	11	11	TUBE	GLOSSY	176.99098587036133	11.992
573	10	10	WIREFRAME	CARTOON	0.19478797912597656	2.642
573	10	10	BALL_AND_STICK	CARTOON	136.05284690856934	22.944
573	10	10	SPACEFILLING	GLOSSY	97.13888168334961	12.125
573	10	10	TUBE	CARTOON	186.51914596557617	10.208
573	10	10	WIREFRAME	GLOSSY	0.1938343048095703	2.642
573	10	10	BALL_AND_STICK	GLOSSY	136.85989379882812	29.685
574	10	10	SPACEFILLING	CARTOON	97.92399406433105	10.478
574	10	10	BALL_AND_STICK	CARTOON	122.31612205505371	21.849
574	10	10	WIREFRAME	CARTOON	0.2110004425048828	2.695
573	10	10	TUBE	GLOSSY	186.9051456451416	13.037
574	10	10	SPACEFILLING	GLOSSY	94.69985961914062	12.937
574	10	10	BALL_AND_STICK	GLOSSY	120.81003189086914	27.792
574	10	10	WIREFRAME	GLOSSY	0.1919269561767578	2.695
574	10	10	TUBE	CARTOON	186.77997589111328	10.49
575	11	11	SPACEFILLING	CARTOON	110.18586158752441	11.532
574	10	10	TUBE	GLOSSY	189.12100791931152	13.585
575	11	11	WIREFRAME	CARTOON	0.19502639770507812	2.696
575	11	11	BALL_AND_STICK	CARTOON	131.36696815490723	23.302
575	11	11	SPACEFILLING	GLOSSY	106.99176788330078	14.239
575	11	11	BALL_AND_STICK	GLOSSY	130.30004501342773	29.135
575	11	11	WIREFRAME	GLOSSY	0.19097328186035156	2.696
575	11	11	TUBE	CARTOON	191.8008327484131	9.839
575	11	11	TUBE	GLOSSY	189.7273063659668	13.228
576	37	39	SPACEFILLING	CARTOON	379.9898624420166	36.248
576	37	39	WIREFRAME	CARTOON	0.6678104400634766	10.161
576	37	39	BALL_AND_STICK	CARTOON	479.3741703033447	87.847
576	37	39	SPACEFILLING	GLOSSY	376.71804428100586	45.415
576	37	39	TUBE	CARTOON	782.3507785797119	38.584
576	37	39	WIREFRAME	GLOSSY	0.6670951843261719	10.161
576	37	39	BALL_AND_STICK	GLOSSY	481.2285900115967	111.229
577	18	19	SPACEFILLING	CARTOON	181.87212944030762	17.55
577	18	19	BALL_AND_STICK	CARTOON	228.11579704284668	38.914
577	18	19	WIREFRAME	CARTOON	0.3311634063720703	4.997
577	18	19	SPACEFILLING	GLOSSY	181.26797676086426	21.957
577	18	19	TUBE	CARTOON	370.61285972595215	18.872
576	37	39	TUBE	GLOSSY	785.9561443328857	51.171
577	18	19	WIREFRAME	GLOSSY	0.3352165222167969	4.997
577	18	19	BALL_AND_STICK	GLOSSY	225.4631519317627	49.378
578	20	22	SPACEFILLING	CARTOON	198.06790351867676	19.448
577	18	19	TUBE	GLOSSY	372.2059726715088	24.886
578	20	22	WIREFRAME	CARTOON	0.43010711669921875	6.743
578	20	22	BALL_AND_STICK	CARTOON	274.3527889251709	47.633
578	20	22	SPACEFILLING	GLOSSY	199.7988224029541	24.347
578	20	22	BALL_AND_STICK	GLOSSY	272.54581451416016	61.287
578	20	22	WIREFRAME	GLOSSY	0.4279613494873047	6.743
578	20	22	TUBE	CARTOON	503.8270950317383	25.473
579	28	30	SPACEFILLING	CARTOON	290.2181148529053	27.541
578	20	22	TUBE	GLOSSY	507.7660083770752	33.367
579	28	30	WIREFRAME	CARTOON	0.5350112915039062	8.101
579	28	30	BALL_AND_STICK	CARTOON	365.3101921081543	63.328
579	28	30	SPACEFILLING	GLOSSY	287.25719451904297	34.408
579	28	30	BALL_AND_STICK	GLOSSY	368.96610260009766	81.299
579	28	30	WIREFRAME	GLOSSY	0.5469322204589844	8.101
579	28	30	TUBE	CARTOON	623.0828762054443	30.316
580	24	25	SPACEFILLING	CARTOON	243.0119514465332	23.664
580	24	25	BALL_AND_STICK	CARTOON	328.09901237487793	57.312
580	24	25	WIREFRAME	CARTOON	0.4811286926269531	7.325
579	28	30	TUBE	GLOSSY	618.438720703125	40.792
580	24	25	SPACEFILLING	GLOSSY	243.73507499694824	29.547
580	24	25	TUBE	CARTOON	551.8248081207275	27.74
580	24	25	WIREFRAME	GLOSSY	0.47898292541503906	7.325
580	24	25	BALL_AND_STICK	GLOSSY	332.40485191345215	73.576
581	26	27	SPACEFILLING	CARTOON	265.6519412994385	25.383
581	26	27	BALL_AND_STICK	CARTOON	333.5440158843994	57.645
581	26	27	WIREFRAME	CARTOON	0.4730224609375	7.132
580	24	25	TUBE	GLOSSY	559.2019557952881	36.249
581	26	27	SPACEFILLING	GLOSSY	263.9622688293457	31.758
581	26	27	BALL_AND_STICK	GLOSSY	334.66506004333496	73.254
581	26	27	WIREFRAME	GLOSSY	0.4801750183105469	7.132
581	26	27	TUBE	CARTOON	546.881914138794	26.972
582	25	26	SPACEFILLING	CARTOON	246.7341423034668	24.515
582	25	26	BALL_AND_STICK	CARTOON	330.5797576904297	60.471
582	25	26	WIREFRAME	CARTOON	0.4780292510986328	7.004
581	26	27	TUBE	GLOSSY	548.7480163574219	35.613
582	25	26	SPACEFILLING	GLOSSY	246.46806716918945	30.688
582	25	26	BALL_AND_STICK	GLOSSY	332.37195014953613	76.655
582	25	26	WIREFRAME	GLOSSY	0.4680156707763672	7.004
582	25	26	TUBE	CARTOON	528.1431674957275	26.828
583	27	29	SPACEFILLING	CARTOON	273.3182907104492	26.292
583	27	29	BALL_AND_STICK	CARTOON	348.9668369293213	60.431
583	27	29	WIREFRAME	CARTOON	0.49805641174316406	7.519
582	25	26	TUBE	GLOSSY	523.6842632293701	35.183
583	27	29	SPACEFILLING	GLOSSY	276.533842086792	32.913
583	27	29	BALL_AND_STICK	GLOSSY	348.4838008880615	76.744
583	27	29	WIREFRAME	GLOSSY	0.5040168762207031	7.519
583	27	29	TUBE	CARTOON	575.145959854126	29.19
584	25	26	SPACEFILLING	CARTOON	256.3140392303467	24.274
584	25	26	BALL_AND_STICK	CARTOON	322.05986976623535	55.647
584	25	26	WIREFRAME	CARTOON	0.4639625549316406	6.937
583	27	29	TUBE	GLOSSY	581.1550617218018	38.35
584	25	26	SPACEFILLING	GLOSSY	253.065824508667	30.403
584	25	26	TUBE	CARTOON	526.1430740356445	26.302
584	25	26	WIREFRAME	GLOSSY	0.47278404235839844	6.937
584	25	26	BALL_AND_STICK	GLOSSY	323.99892807006836	71.101
585	26	28	SPACEFILLING	CARTOON	271.24929428100586	26.818
585	26	28	BALL_AND_STICK	CARTOON	363.598108291626	66.654
585	26	28	WIREFRAME	CARTOON	0.5290508270263672	8.185
584	25	26	TUBE	GLOSSY	529.4089317321777	34.494
585	26	28	SPACEFILLING	GLOSSY	268.65601539611816	33.245
585	26	28	BALL_AND_STICK	GLOSSY	362.40386962890625	84.537
585	26	28	WIREFRAME	GLOSSY	0.5280971527099609	8.185
585	26	28	TUBE	CARTOON	624.9058246612549	32.506
586	39	43	SPACEFILLING	CARTOON	397.3109722137451	36.621
585	26	28	TUBE	GLOSSY	632.8420639038086	42.272
586	39	43	WIREFRAME	CARTOON	0.7717609405517578	12.166
586	39	43	BALL_AND_STICK	CARTOON	544.1262722015381	95.666
586	39	43	SPACEFILLING	GLOSSY	397.960901260376	46.192
586	39	43	BALL_AND_STICK	GLOSSY	543.1370735168457	123.767
586	39	43	WIREFRAME	GLOSSY	0.7710456848144531	12.166
586	39	43	TUBE	CARTOON	953.4311294555664	44.415
587	31	35	SPACEFILLING	CARTOON	331.2358856201172	31.248
587	31	35	BALL_AND_STICK	CARTOON	434.62204933166504	76.512
587	31	35	WIREFRAME	CARTOON	0.6380081176757812	9.934
586	39	43	TUBE	GLOSSY	971.2491035461426	60.821
587	31	35	SPACEFILLING	GLOSSY	325.59895515441895	38.903
587	31	35	BALL_AND_STICK	GLOSSY	427.10089683532715	97.065
587	31	35	WIREFRAME	GLOSSY	0.644683837890625	9.934
587	31	35	TUBE	CARTOON	774.6553421020508	39.759
588	23	24	SPACEFILLING	CARTOON	228.15895080566406	21.213
588	23	24	BALL_AND_STICK	CARTOON	295.15910148620605	48.729
588	23	24	WIREFRAME	CARTOON	0.4558563232421875	5.906
588	23	24	SPACEFILLING	GLOSSY	227.74410247802734	26.804
587	31	35	TUBE	GLOSSY	770.759105682373	52.682
588	23	24	TUBE	CARTOON	448.1987953186035	21.029
588	23	24	WIREFRAME	GLOSSY	0.4012584686279297	5.906
588	23	24	BALL_AND_STICK	GLOSSY	293.5149669647217	62.646
589	26	28	SPACEFILLING	CARTOON	274.6412754058838	24.215
588	23	24	TUBE	GLOSSY	445.2710151672363	28.483
589	26	28	WIREFRAME	CARTOON	0.43487548828125	6.535
589	26	28	BALL_AND_STICK	CARTOON	326.80201530456543	55.106
589	26	28	SPACEFILLING	GLOSSY	275.6800651550293	30.576
589	26	28	TUBE	CARTOON	526.2730121612549	24.288
589	26	28	WIREFRAME	GLOSSY	0.43892860412597656	6.535
589	26	28	BALL_AND_STICK	GLOSSY	327.61120796203613	71.256
590	18	19	SPACEFILLING	CARTOON	185.7767105102539	17.191
590	18	19	BALL_AND_STICK	CARTOON	228.35373878479004	39.671
590	18	19	WIREFRAME	CARTOON	0.3230571746826172	4.805
589	26	28	TUBE	GLOSSY	522.2301483154297	32.069
590	18	19	SPACEFILLING	GLOSSY	184.79108810424805	21.6
590	18	19	TUBE	CARTOON	371.2899684906006	17.861
590	18	19	WIREFRAME	GLOSSY	0.3237724304199219	4.805
590	18	19	BALL_AND_STICK	GLOSSY	230.5300235748291	50.516
591	21	23	SPACEFILLING	CARTOON	212.8288745880127	21.646
590	18	19	TUBE	GLOSSY	369.0052032470703	24.269
591	21	23	WIREFRAME	CARTOON	0.34618377685546875	5.099
591	21	23	BALL_AND_STICK	CARTOON	252.37298011779785	47.709
591	21	23	SPACEFILLING	GLOSSY	211.87400817871094	26.875
591	21	23	BALL_AND_STICK	GLOSSY	254.94384765625	59.606
591	21	23	WIREFRAME	GLOSSY	0.3440380096435547	5.099
591	21	23	TUBE	CARTOON	389.5459175109863	20.232
592	21	23	SPACEFILLING	CARTOON	207.43775367736816	20.477
591	21	23	TUBE	GLOSSY	381.8488121032715	25.936
592	21	23	WIREFRAME	CARTOON	0.37097930908203125	5.58
592	21	23	BALL_AND_STICK	CARTOON	259.52672958374023	44.569
592	21	23	SPACEFILLING	GLOSSY	206.61401748657227	25.622
592	21	23	BALL_AND_STICK	GLOSSY	260.2810859680176	56.687
592	21	23	WIREFRAME	GLOSSY	0.3669261932373047	5.58
592	21	23	TUBE	CARTOON	415.05885124206543	20.84
593	20	21	SPACEFILLING	CARTOON	204.3020725250244	19.246
593	20	21	BALL_AND_STICK	CARTOON	259.5672607421875	44.957
593	20	21	WIREFRAME	CARTOON	0.34999847412109375	5.2
592	21	23	TUBE	GLOSSY	413.6641025543213	27.673
593	20	21	SPACEFILLING	GLOSSY	203.29594612121582	24.149
593	20	21	BALL_AND_STICK	GLOSSY	258.685827255249	57.224
593	20	21	WIREFRAME	GLOSSY	0.34308433532714844	5.2
